long,lat
-73.84712703630204,40.68871099749856
-73.84709651680268,40.68864817291648
-73.847053969408,40.68856298179461
-74.03389978866599,40.61651131124679
-74.03151434452992,40.61533019183227
-73.847053969408,40.68856298179461
-73.84696301019873,40.68840199285615
-73.87429749580164,40.76836776256327
-73.87428992643275,40.76833695719449
-74.03592460933342,40.61705482737083
-74.03386577352411,40.61659397130616
-73.873263653838407,40.76272134744402
-73.87325207550569,40.762656912259686
-73.87323412004304,40.76256399650482
-73.83704210881315,40.65958132559471
-73.8366289112956,40.65790888233989
-73.84088196987884,40.67595839969387
-73.84056819878234,40.675315285096545
-73.83497349673031,40.65121726901234
-73.83456069975769,40.64954430367764
-73.84768958027661,40.689888887016046
-73.84743286148944,40.68937146227491
-73.8742819238032,40.76830303553946
-73.87390969239141,40.76625742976408
-73.8483598754043,40.691955291244795
-73.84800906726399,40.691239309399364
-73.83745680699745,40.66125293165784
-73.83704210881315,40.65958132559471
-73.86693211810119,40.74182569515126
-73.8665685249758,40.74093244767854
-73.87293724154175,40.76090791909003
-73.87288400927201,40.760615078829225
-73.87270995831024,40.75965836124165
-73.87255241296198,40.75879229680188
-73.83538146754871,40.652889576605304
-73.83497349673031,40.65121726901234
-73.87255241296198,40.75879229680188
-73.87221856383722,40.756943224293046
-73.84929117176961,40.695204444066455
-73.84913185841742,40.69450581444629
-73.83786882532017,40.662926323808946
-73.83745680699745,40.66125293165784
-73.84800906726399,40.691239309399364
-73.84765436063434,40.69051537356793
-73.84056819878234,40.675315285096545
-73.84025037762092,40.674740954328655
-73.84215347974974,40.67858371482159
-73.84184518689803,40.67794435755386
-73.83987476535168,40.67102637741348
-73.83978834589529,40.67067142666415
-73.83960666872342,40.66992524794991
-73.84956181688266,40.694421620870315
-73.8483598754043,40.691955291244795
-73.8430737546832,40.680462540003525
-73.84215347974974,40.67858371482159
-73.84184518689803,40.67794435755386
-73.84152144154696,40.67727943026824
-73.8665685249758,40.74093244767854
-73.866208918935655,40.74005136934329
-73.8747988615992,40.77044938278892
-73.87454780838868,40.76881694577997
-73.84696301019873,40.68840199285615
-73.84646267786324,40.687390219494546
-73.84408914959819,40.68252929806278
-73.84314642747131,40.680594321398935
-73.87189374100748,40.75515175666782
-73.87188583270029,40.75511354855808
-73.87187780296078,40.75506483139649
-73.86554851211172,40.73842573219826
-73.86492971241736,40.73689482755144
-73.8407700838777,40.674648047522275
-73.84070918996592,40.674392478096735
-73.84062276938425,40.67402971160394
-73.87357648577115,40.76443600025491
-73.87352792100268,40.76417107254419
-73.8735095406317,40.764070835001505
-73.87333627827017,40.76312570917795
-73.83790145751617,40.66402372258044
-73.83795301159333,40.66387089651885
-73.83798651773678,40.66371350633852
-73.83800109741635,40.663553441709254
-73.83799630813455,40.66339269225073
-73.83797223968554,40.66323329405798
-73.83792940771208,40.66307721915066
-73.83786882532017,40.662926323808946
-73.84120916983206,40.67663462723622
-73.84088196987884,40.67595839969387
-73.87187780296078,40.75506483139649
-73.87168484528026,40.75396083892695
-73.8366289112956,40.65790888233989
-73.83621137348823,40.656235621235346
-73.87323412004304,40.76256399650482
-73.87293724154175,40.76090791909003
-73.84743286148944,40.68937146227491
-73.84712703630204,40.68871099749856
-73.87288400927201,40.760615078829225
-73.87270995831024,40.75965836124165
-73.84943787597079,40.69588227259625
-73.84929117176961,40.695204444066455
-73.84152144154696,40.67727943026824
-73.84120916983206,40.67663462723622
-73.84993285595203,40.69809012321506
-73.84974094915194,40.69723715850244
-73.84062276938425,40.67402971160394
-73.84025084249836,40.672561722715244
-73.84974094915194,40.69723715850244
-73.8495910978913,40.69656188351163
-73.8495910978913,40.69656188351163
-73.84943787597079,40.69588227259625
-73.84314642747131,40.680594321398935
-73.8430737546832,40.680462540003525
-73.866208918935655,40.74005136934329
-73.86554851211172,40.73842573219826
-73.83621137348823,40.656235621235346
-73.83579747103666,40.654563938388335
-73.84025084249836,40.672561722715244
-73.84016224743122,40.672200042373376
-73.83996536308467,40.67139978544036
-73.83987476535168,40.67102637741348
-73.83579747103666,40.654563938388335
-73.83538146754871,40.652889576605304
-74.03797502733808,40.615858807553956
-74.03568169740524,40.616670587452134
-73.87221856383722,40.756943224293046
-73.87189374100748,40.75515175666782
-73.87333627827017,40.76312570917795
-73.873263653838407,40.76272134744402
-73.87428992643275,40.76833695719449
-73.8742819238032,40.76830303553946
-73.87390969239141,40.76625742976408
-73.87357648577115,40.76443600025491
-73.84795388252678,40.690438910495836
-73.84768958027661,40.689888887016046
